,Alveolar epithelial cells (Lung),B Cell,Endothelial Cell,Erythrocytes,Mast Cell,Mesenchymal Stem Cell,Myeloid Cell,Myoblast,Non-malignant mesenchymal/stromal population,Osteoblast (non malignant),Osteoblast_subcluster_0,Osteoblast_subcluster_1,Osteoblast_subcluster_2,Osteoblast_subcluster_3,Osteoblast_subcluster_4,Osteoblast_subcluster_5,Osteoclast,Plasma Cell,Plasmacytoid dendritic cells (pDCs),T/NK Cell
11997,0.15970011,0.023878098,0.10529173,0.0043441416,0.018129757,0.042227,0.012734205,0.34886754,0.027407758,0.014003721,0.06459924,0.080215745,0.050590456,0.06420479,0.0693712,0.074798495,0.065590285,0.00072940264,0.0035546124,0.008144415
11999,0.7789864,0.07266791,0.074415915,0.013783212,0.006659489,0.3029438,0.07687237,0.03470661,0.07097299,0.049277812,0.2636571,0.34913662,0.1618251,0.10394677,0.27883577,0.1526359,0.28789672,0.0006356803,0.009570194,0.014871048
12000,0.05694324,0.030434303,0.039594643,0.011197499,0.005506629,0.028539486,0.024942633,0.04546109,0.020088045,0.02078516,0.06693132,0.13230892,0.09136687,0.04105072,0.10538077,0.09788872,0.046477538,0.013228691,0.029049732,0.012580964
12001,0.19932574,0.07246973,0.12701252,0.061596837,0.06142143,0.16172801,0.07066243,0.2017261,0.089825064,0.07868107,0.330997,0.7701037,0.46515074,0.24162753,0.3563549,0.44859663,0.25249434,0.076717414,0.0899705,0.0542814
12002,0.0166704,0.00858777,0.06358368,0.02073592,0.01374075,0.062660694,0.018028786,0.032006282,0.041315593,0.03199957,0.11598184,0.16717835,0.13255577,0.08892597,0.13195726,0.1587614,0.16871713,0.005896143,0.015914384,0.0070338165
12003,0.038627557,0.015280722,0.100156486,0.005072244,0.00074979174,0.121289074,0.083567314,0.010430604,0.04910158,0.03237399,0.1126525,0.1179159,0.086825505,0.10828624,0.13512422,0.043488927,0.04572682,0.00069533335,0.010924436,0.012289801
12004,0.12759334,0.038881715,0.18037215,0.016961966,0.044781096,0.18002951,0.07809548,0.1458274,0.079188816,0.06491161,0.22974515,0.38327295,0.20902163,0.2126958,0.27621356,0.2529668,0.14125957,0.023404544,0.07197195,0.037325714
12005,0.054861315,0.0021962633,0.0185156,0.0044944943,0.0051716208,0.048386104,0.010163389,0.043597557,0.018373914,0.016509417,0.061552804,0.081055306,0.07735375,0.048732523,0.070893236,0.054475047,0.037046187,0.004002155,0.0066583385,0.0023860116
12006,0.0030405668,0.00038284078,0.00015065326,0.0045556217,0.00035631127,0.0001790346,1.8240467e-05,0.009024371,0.00028112807,0.00078182656,0.0032055278,0.004945788,0.0039457027,0.00086633355,0.004259503,0.028732764,5.8707483e-05,0.00033326296,0.001541271,3.0394032e-05
12008,0.020836525,0.0032986274,0.02187468,0.008157938,0.0007063023,0.06080317,0.000630453,0.07269114,0.053236887,0.024135059,0.10226616,0.13578996,0.099531606,0.052072097,0.14250307,0.11764206,0.0016206574,0.004357139,0.009831001,0.0005503713
12010,0.003714724,0.0004314684,0.0023936208,0.007081135,0.00040585396,0.00028191216,0.00028004928,0.008632986,0.02673264,0.0028704912,0.0049490994,0.002891357,0.00056754024,0.0044706245,0.0022444238,0.0015148717,0.00026023333,0.00057685847,0.0018998391,3.4940913e-05
12011,0.010818046,0.0004127797,0.00014937026,0.00646115,0.00038653024,0.015358635,2.0120237e-05,0.012658805,0.00073364534,0.0008631151,0.00056444225,0.0004492726,0.0010330493,0.00096065766,0.002182604,0.0014262907,6.0502833e-05,0.00033293795,0.0017696978,2.8953966e-05
12012,0.022127278,0.004940366,0.0051231757,0.007967183,0.003386785,0.13320872,0.0002607525,0.03381564,0.03265678,0.01818886,0.07575453,0.05700683,0.04599704,0.06345567,0.05924019,0.06263892,0.0005045563,0.0009394218,0.05465106,0.0021060242
12015,7.6383457,0.001279934,0.06621901,0.004907619,0.0012253262,0.21126436,0.001783461,0.11588741,0.107560806,0.058104806,0.1999864,0.27657798,0.20300272,0.13873361,0.13420436,0.18268378,0.0043425173,0.001468971,0.0024326085,0.00047949507
12016,4.5731945,0.43235108,0.02664523,0.01474038,0.343527,0.011251384,0.27970028,0.0281563,0.008770254,0.0028452545,0.008723548,0.006161554,0.006597115,0.019744176,0.16163117,0.02466677,1.7201805,0.2971762,0.06176035,0.16336188
12017,0.12133282,0.04343353,0.12925878,0.028505165,0.043542672,0.21911055,0.13659549,0.36118913,0.102725394,0.0921695,0.34149644,0.49774492,0.47041312,0.29977772,0.3847552,0.48164293,0.3493265,0.04536806,0.06429602,0.04220452
12018,0.30945727,0.04887344,0.34917018,0.02097719,0.011507279,0.23794186,0.42135346,0.2388407,0.1154125,0.08953514,0.3989921,0.6095472,0.70148045,0.3041813,0.5512399,0.7410318,0.35134214,0.08067058,0.095451884,0.039486118
12020,1.5223796,0.0047625196,0.00030852432,0.03209318,0.0010728785,0.00515029,0.000586857,0.020995466,0.0009316445,0.0013624153,0.00033870203,0.0001919426,0.00038852912,0.00081820384,0.005680271,0.0020843688,0.0003039301,0.00036486768,0.002749976,2.940825e-05
12021,0.0024094535,0.00040089618,0.00014112088,0.00478629,0.0003640208,0.0001874767,1.9357272e-05,0.004935918,0.00010407748,0.00018219498,0.0019724185,0.003077543,0.0049842168,0.0022051188,0.0025793638,0.0075386297,6.677374e-05,0.0002576671,0.0015823835,2.3622666e-05
12022,0.0020265102,0.0004080236,0.00013314182,0.005018096,0.00036214117,0.0010478566,7.384899e-05,0.0052881576,0.0015856927,0.0027470482,0.008761012,0.027857535,0.013422154,0.001563321,0.008615248,0.099191435,9.677494e-05,0.00044487193,0.0016118531,3.0065996e-05
12023,0.20323856,0.3474205,0.0007193955,0.7543145,0.32324997,0.010589819,5.7633e-05,0.8080761,0.00016406957,0.00089664775,0.00010577795,0.0010003758,0.0027224508,0.19336404,0.43489805,0.67849827,0.00013721167,0.18863933,0.59743136,4.4725217e-05
12024,0.005695267,0.0013173515,0.006279029,0.5033598,0.0014778521,0.0006289837,0.00054525846,0.3103929,7.6498836e-05,0.00048712766,0.00015876268,0.0009560124,0.007258316,0.0012164743,0.006895997,0.06980746,0.001162687,0.0006171917,0.10880853,3.5078574e-05
12025,0.37085086,0.00094885705,0.06281107,0.12850052,0.0009405045,0.1178494,0.0009072185,0.07755088,0.0015123343,0.00049052975,0.00030207174,0.0005132429,0.0049851257,0.005955135,0.005901092,0.005589854,0.0011458141,0.0005576014,0.007842288,5.5102315e-05
12026,0.009386904,0.00044928642,0.0002121386,0.015678259,0.00045002534,1.9296662,2.0611802e-05,0.015509944,0.0009827104,0.0011247533,0.0019477197,0.0019257577,0.2268941,0.0015796977,0.037036885,0.0028674835,0.00011996276,0.00034636204,0.0024014167,3.5198256e-05
12027,0.009149767,0.0018447984,0.00027230819,0.5216747,0.0012518627,0.0032332577,0.009825638,0.32583314,0.00011593642,0.000331977,7.712618e-05,0.00072659244,0.0003069204,0.0026886591,0.006897952,0.086112514,0.0022926237,0.0007205314,0.07822432,3.065236e-05
12028,0.018924315,0.0020625805,0.00526739,0.011627276,0.00059050176,0.40342724,0.0024169106,0.014850373,0.54991,0.41198298,2.0238345,0.84078234,0.19947621,1.6806533,0.974927,0.112978645,0.0036731618,0.004489911,0.0032657739,0.0015100692
12029,0.2916835,0.029334972,0.10402869,0.0350271,0.021962183,0.21052735,0.04348442,0.352255,0.13280572,0.09077917,0.5652035,0.7987179,0.72929984,0.405933,0.49737424,1.8747447,0.34568152,0.06241712,0.038307544,0.02805006
12030,0.2419149,0.0006852126,0.037050437,0.005614183,0.0064807674,0.16142459,0.0045198463,0.02477162,0.06772116,0.05060181,0.14420927,0.13483684,0.090573765,0.07691256,0.11541658,0.12685964,0.008343745,0.0011865617,0.0021364696,0.0022120364
12031,0.008683422,0.0025544658,0.13751224,0.004287608,0.0006819909,0.24706411,0.00024234917,0.019251531,0.05110187,0.060958605,0.3296004,0.17751397,0.19194993,0.2608037,0.29900855,0.22151619,0.034204036,0.005503521,0.0015380817,0.008880446
12032,1.4535801,0.14704706,0.27050275,0.0056300927,0.024139913,0.30960718,0.24102007,0.021920163,0.066391826,0.029439809,0.30285585,0.23741655,0.1148441,0.3962073,0.353369,0.49267837,0.35802966,0.12975733,0.025948625,0.10381611
12034,0.029641284,0.042824954,0.05234256,0.0111848535,0.007407819,0.029956812,0.3559928,0.0072502242,0.0041479887,0.0031606315,0.008788456,0.004647775,0.004824788,0.11564274,0.17312637,0.0021817011,0.13423117,0.029041607,0.0020308436,0.052179772
12035,0.028997015,0.07589173,0.2429413,0.008819174,0.043870106,0.037092876,0.47750446,0.0066570933,0.014209283,0.006738801,0.03345041,0.023674123,0.008795422,0.101241,0.3066391,0.036321726,0.23062381,0.030126931,0.037389636,0.1746815
12036,0.04006952,0.008006331,0.026707195,0.0055290274,0.0025997725,0.032058094,0.013827247,0.068084106,0.022980075,0.019070815,0.073866844,0.09524526,0.086688176,0.044715058,0.085005954,0.109135255,0.042910878,0.008782312,0.011455017,0.0053829956
12037,0.035067987,0.013837093,0.036358632,0.012898608,0.010225707,0.028828535,0.013482606,0.029022027,0.01098121,0.009538235,0.079667725,0.08645607,0.10114825,0.0630024,0.08633131,0.15757224,0.032323036,0.016725317,0.008666131,0.011758326
12038,0.18036482,0.0332661,0.100208245,0.019264363,0.033697523,0.118987486,0.057247672,0.5326081,0.080799736,0.06333703,0.344785,0.54175323,0.47831532,0.22215332,0.35392055,0.6663924,0.22745901,0.05473265,0.052536145,0.02573652
12039,0.0037626564,0.0009645,0.007149228,0.0054132584,0.0003906292,0.03250237,0.0003230629,0.018189352,0.06934325,0.017436353,0.055398174,0.06234843,0.026177017,0.018379735,0.048350796,0.06917118,0.0008352875,0.0007986146,0.0017764652,0.00031725038
12041,0.088028185,0.057045452,0.08520151,0.028720818,0.016913077,0.06160751,0.044869848,0.15741958,0.056510217,0.055593956,0.21486461,0.30417597,0.21141335,0.16408142,0.2615906,0.2548079,0.06869128,0.031047598,0.043812986,0.03398008
12042,0.004418358,0.004737564,0.015424796,0.0069800103,0.0021752692,0.016701303,0.0055587166,0.021591647,0.011239977,0.009546181,0.037941992,0.037504796,0.034602005,0.020472672,0.043377187,0.015861422,0.022389965,0.0031238631,0.004382407,0.0037545885
12043,0.0028973033,0.0003744758,0.0003001509,0.006254211,0.00037598534,0.0008864201,6.508358e-05,0.018803881,0.0035115168,0.0036508,0.02564001,0.025474368,0.016366731,0.009695549,0.01080718,0.058552172,0.00018502935,0.0005120947,0.0014772223,7.8970406e-05
12044,0.002198871,0.00039278567,0.00066596165,0.0059651057,0.00035752892,0.0010833315,6.688518e-05,4.3379183,0.004282918,0.011465749,0.0105324,0.011657274,0.03659171,0.02610444,0.012390173,0.009958388,9.65058e-05,0.0003055869,0.0019342247,4.1097814e-05
12045,0.037735514,0.0064756367,0.036805525,0.007180128,0.0024652982,0.015313265,0.004027628,0.012016981,0.014719817,0.014354172,0.07976295,0.089757875,0.052413795,0.045784,0.07200975,0.08114802,0.073588505,0.03235503,0.0028401134,0.005693897
12047,0.19428356,0.030723806,0.1299895,0.030859673,0.030310834,0.14589398,0.07929809,0.2838775,0.084897004,0.074883185,0.27608222,0.37312704,0.27224076,0.1832731,0.2709737,0.4247091,0.2242255,0.02422217,0.07157461,0.02048598
12049,0.2109928,0.032590035,0.12294595,0.030825855,0.012332552,0.1737882,0.065312676,0.13719334,0.07449569,0.03975004,0.31296048,0.5527205,0.32361615,0.2603129,0.33727878,1.0833336,0.6147187,0.061167564,0.033686396,0.015946835
12050,0.03501358,0.03028086,0.052353527,0.018602517,0.0044318163,0.046948656,0.027043646,0.06652668,0.021953877,0.024180409,0.07327391,0.121098526,0.07679078,0.05928722,0.092651606,0.09418464,0.05928906,0.050037496,0.025531823,0.021891404
12051,0.014590639,0.1045116,0.06057298,0.024475219,0.0014623863,0.082769014,0.13136795,0.018617038,0.0641231,0.06112033,0.1942673,0.21033232,0.19791886,0.1288454,0.26619136,0.22207528,0.18883926,0.086286776,0.029021325,0.05888922
12052,0.009801501,0.00061559695,0.00035059836,0.010781359,0.0005206144,0.0035953466,0.0006697848,0.008629338,0.0021205675,0.0021671844,0.006994747,0.011374008,0.0141222635,0.008309967,0.009061327,0.010304178,0.004920176,0.0010247203,0.0023655791,0.00040750558
12053,0.02533065,0.0036752808,0.054280013,0.014540946,0.002796243,0.18219796,0.020168928,0.019526672,0.07818247,0.040990084,0.16962327,0.25822383,0.1419712,0.13107361,0.16807607,0.20183825,0.030112743,0.005043191,0.02542389,0.0055220956
12054,3.2202122,0.0004640933,0.00058373105,0.0050894986,0.00048832723,0.014240555,0.0006312236,0.01123423,0.0062543005,0.005385443,0.023088505,0.028404439,0.009504133,0.013772323,0.024343224,0.04131007,0.0002871771,0.00032107337,0.0017293694,0.00016718979
12055,0.07448938,0.030639682,0.07076813,0.057182427,0.01754425,0.08614014,0.03839198,0.112001926,0.063568816,0.051016796,0.20895492,0.32602036,0.2583298,0.17416342,0.21526091,0.352837,0.123013735,0.02340623,0.021015255,0.015001423
12056,0.0018770165,0.00036168823,0.00035028975,0.0047516683,0.00035136397,0.0010308924,1.7303548e-05,0.004473545,0.0048239445,0.00088444486,0.0020703254,0.0010883323,0.0019283198,0.00069526327,0.0013199069,0.0036167186,0.00011439003,0.0005402476,0.0014596863,2.8907663e-05
12057,1.7933675,0.044825416,1.2791805,0.10494344,0.08771321,0.5097713,0.20046258,2.3373177,0.3155877,0.3028694,1.1325969,2.3754,1.8219315,0.982491,1.1592823,2.109267,1.4619448,0.12501977,0.025207208,0.04058008
12058,0.3673214,0.0003940253,0.030485764,0.004573037,0.0004445854,0.017832264,0.027162533,0.024714023,0.012131175,0.008517431,0.017228236,0.030717144,0.024411866,0.0052479818,0.030412536,0.038773082,0.023110677,0.00039609618,0.004472703,0.00012987231
12059,0.30776876,0.035257656,0.13640137,0.048289903,0.33214778,0.30625713,0.14160517,0.171221,0.14633256,0.11464228,0.69909394,1.2297714,0.75941545,0.44607466,0.69513404,1.6553997,0.32374364,0.17713937,0.054428883,0.04077644
12060,0.09262534,0.0024581328,0.01218113,0.0052506253,0.0003598726,0.06488631,0.0031002257,0.016834596,0.0027077934,0.0016554628,0.002343533,0.0036935168,0.0028946623,0.0011272208,0.0062740217,0.0052254694,0.010617404,0.0003057424,0.0017814395,3.902616e-05
12064,0.002505572,0.11561329,0.00035184543,0.004541136,0.0008002131,0.00046039146,4.9676288e-05,0.008815816,0.0002970542,0.0003509576,0.0012503912,0.001869018,0.0017311295,0.0026212868,0.0018358035,0.0056473487,0.0012234709,0.39860702,0.0041578375,0.00070127787
12066,0.065618075,0.00038792036,0.15724832,0.007829025,0.00043436518,0.28907996,0.0008872138,0.03379362,0.0683132,0.029794935,0.18458097,0.14898446,0.10913613,0.34479988,0.17276162,0.16353819,0.0016478401,0.0016456237,0.0033794441,0.033977237
12067,13.988849,0.0016123091,0.04081132,0.011000059,0.0010026826,0.06521696,0.02025271,0.024963807,0.017397134,0.010923502,0.032367423,0.0522034,0.045841023,0.015890602,0.04517212,0.05366359,0.041502975,0.0007253163,0.010840192,0.0006882713
12068,0.042461727,0.006331942,0.039834462,0.012581862,0.00459248,0.034043394,0.009206639,0.04845593,0.019128943,0.013204688,0.053810164,0.11101353,0.057811093,0.031413194,0.05088277,0.14917634,0.079571545,0.001842863,0.012818363,0.0066258376
12071,0.05335324,0.018083928,0.037890438,0.0121557815,0.019423809,0.06987077,0.021455023,0.01132052,0.024622355,0.016440641,0.10680819,0.12859534,0.22373055,0.082895495,0.11387381,0.16995612,0.14836012,0.06608453,0.0754408,0.011116778
12072,0.07045803,0.00045086155,0.0076978924,0.021705018,0.0014187973,0.49886683,0.0037659272,19.885427,0.31031105,0.37685633,0.6759913,0.40899852,3.23156,1.5138882,0.560505,0.6086856,0.024094023,0.00044956143,0.0036938207,0.00035840468
12073,0.0077268104,0.0009233739,0.001888554,0.0058425544,0.00074906705,0.10728009,0.00011420183,0.6920943,0.04858338,0.027483702,0.06407596,0.030696828,0.20690297,0.1915961,0.051855396,0.08442887,0.0001900809,0.0009648337,0.001656099,6.874242e-05
12074,0.0666029,0.00095753145,0.0749074,0.0041701603,0.0005400165,0.0937294,0.0017118085,0.054030698,0.042674877,0.027759893,0.09322812,0.11157565,0.122828454,0.091275685,0.0754225,0.1272013,0.3684278,0.0012718715,0.0015919454,0.0012610002
12075,0.04253838,0.009602201,0.031233491,0.028080301,0.009879926,0.03307719,0.024567429,0.061833818,0.027414514,0.014453873,0.065620564,0.1135911,0.086833656,0.05127709,0.0820571,0.13536865,0.18910162,0.018991278,0.025526395,0.0043668756
12077,0.0019405987,0.0005168627,0.0100934515,0.006352126,0.0003771167,0.03535589,0.0025318034,0.26693752,0.01277192,0.0067068674,0.14571492,0.21875563,0.17963335,0.09220898,0.16869433,0.3054111,0.07862982,0.0007533336,0.0042630555,3.5452973e-05
12078,0.13204813,0.10472508,0.35381463,0.07960991,0.12806724,0.73148733,0.21645553,0.9201348,0.3092014,0.2176715,1.3544556,1.8673707,1.6332858,1.1715869,1.4474735,3.7513685,1.1612198,0.21247584,0.16580153,0.065978974
12079,0.09678616,0.044332348,0.19008029,0.020849908,0.0796838,0.39343187,0.16107237,0.106710985,0.13479665,0.086334296,0.54742134,0.74250907,0.570278,0.4677949,0.5159784,1.0371038,0.94260937,0.07668535,0.09313459,0.02439244
12080,5.889169,0.0031388062,0.009053649,0.013110698,0.17954326,0.010143988,0.5109465,0.005896252,0.0029113784,0.0034492067,0.0014162888,0.002535099,0.0023139403,0.0010793087,0.16685113,0.0069398424,0.3244004,0.0008535101,0.06547551,0.0028868308
12082,0.25964364,0.0010466527,0.0037226654,0.005112556,0.0010925165,0.0101613775,0.0068399645,0.046094507,0.0062439856,0.004340111,0.013664516,0.015098187,0.016979024,0.0071747084,0.020318726,0.013932229,0.012427516,0.0016276913,0.0074745025,0.0017272998
12083,0.091495164,0.01619127,0.14319094,0.01084445,0.0221238,0.48863822,0.036704376,0.12015379,0.17561994,0.13430509,0.7987178,1.1762766,0.93171906,0.6985012,0.77506626,1.8783829,0.5239278,0.04313935,0.03223589,0.011244316
12085,0.0025693357,0.0007950727,0.0003709335,0.0074578417,0.00036429684,0.02364167,0.00023571111,1.3745587,0.040662266,0.044479545,0.32084668,0.32402995,0.25737104,0.15845832,0.21664786,0.54847246,0.0622865,0.0005043674,0.007832615,5.8709087e-05
12088,0.0038685654,0.0019384146,0.006746914,0.01678277,0.00050276995,0.0061200205,0.0017164934,1.3666698,0.088845566,0.10448609,0.4681092,0.579434,0.34554753,0.18597724,0.42237148,0.67922926,0.0033746276,0.0008249435,0.004238893,0.012679078
12093,0.02194104,0.007426074,0.021878747,0.02419937,0.007916505,0.022169953,0.014070314,0.03906098,0.0156102115,0.014767773,0.051627647,0.11553096,0.05351565,0.04054469,0.053592596,0.08236349,0.052339826,0.014037231,0.011219264,0.003601671
12095,0.0637715,0.020160848,0.031192457,0.008449957,0.0009981955,0.017271437,0.008640412,0.056840714,0.014394115,0.01715984,0.046716843,0.103414446,0.09145205,0.032783665,0.061576203,0.067508765,0.046293486,0.013612106,0.0123988325,0.008716704
12096,30.346872,0.001872961,0.0229339,0.031504266,0.018783092,0.018769609,0.00056880363,0.011378996,0.0040535755,0.00616782,0.0112903435,0.013100539,0.02229035,0.0087227505,0.012806557,0.02580062,0.00016866987,0.00036419195,0.0017277468,0.0058339867
12097,2.711131,0.0026580202,0.74557257,0.016696926,0.0019466645,11.280738,0.007916704,0.5899083,1.1923428,0.92418414,4.708361,2.5755918,1.7338445,8.147744,3.7235837,3.6979434,0.010058159,0.008191823,0.002037512,0.002405154
12099,0.042514473,0.006023499,0.027091011,0.0058291275,0.00831648,0.037005655,0.019493265,0.119303174,0.01673855,0.017382678,0.10522068,0.11412634,0.12995718,0.06664957,0.10572456,0.17724484,0.057860337,0.0242863,0.0246587,0.0043749083
12100,0.22327769,0.019875648,0.08127683,0.006004009,0.024725143,0.14732797,0.038859103,0.18862014,0.06067763,0.03496203,0.20435046,0.25768608,0.24757224,0.20613195,0.18637171,0.33763552,0.14372008,0.014766112,0.08176023,0.016089138
12101,0.5173894,0.04208152,0.46159866,0.16145521,0.04119948,1.1097287,0.08014861,0.34902573,0.36639062,0.23359787,1.226555,1.4169701,1.4562182,1.4289249,1.2175181,2.8890395,0.3724968,0.23597619,0.14396085,0.047518775
12102,25.597353,0.0037955793,0.035609182,0.0051473533,0.0063047237,0.09189783,0.1060163,0.46579522,0.4053328,0.32432532,1.8760386,2.835813,2.8483062,1.7171233,1.9882191,5.720018,0.5363159,0.23670618,0.005948819,0.006695037
12108,0.004743325,0.0004032189,0.0019654196,0.008262626,0.014349033,0.010652564,0.01906525,0.00698346,0.007427353,0.004734914,0.039502732,0.049953464,0.04074326,0.030389523,0.056444533,0.057961404,0.08377079,0.0008998259,0.0044203196,6.442368e-05
12109,0.01570312,0.0042469585,0.023518343,0.0055683404,0.006895133,0.024696436,0.011800952,0.048198935,0.014068042,0.010951453,0.048451696,0.09535865,0.059283756,0.025635256,0.05125382,0.07648028,0.038940307,0.005010641,0.008249712,0.0058742682
12111,0.15010786,0.039323926,0.07381671,0.015122751,0.02929684,0.109727345,0.045367505,0.17723846,0.0841792,0.07069784,0.46796423,0.5709993,0.5961244,0.2769371,0.45960906,1.2417645,0.25401357,0.024604648,0.03419387,0.016940264
12113,0.01888921,0.016670845,0.028920319,0.0075338124,0.0007801616,0.051337533,0.014702053,0.027636688,0.02169509,0.021909008,0.060927786,0.08506609,0.11069452,0.03888768,0.07711778,0.07833116,0.025936877,0.0056052166,0.013703161,0.0064040567
12114,0.21711203,0.027186723,0.2044815,0.0094905775,0.024240537,0.1715663,0.11037937,0.11767121,0.08044445,0.055954292,0.2290602,0.38323298,0.29332256,0.21725254,0.28127208,0.43980902,0.28907105,0.028640585,0.1375324,0.011788198
12115,0.013098606,0.02962596,0.032571957,0.006453943,0.0044164597,0.07946315,0.041969504,0.009894577,0.041506793,0.027704787,0.085823044,0.07151168,0.08436176,0.06494763,0.097242095,0.09901175,0.020814504,0.007679066,0.02467383,0.0012295982
12116,0.18414168,0.012005255,0.31157702,0.010287723,0.0044991714,6.1191196,0.02185718,0.8374776,3.2774556,0.29119685,2.5664983,1.6195327,0.09137779,7.5828915,2.7110205,0.08359951,0.020181064,0.005226679,0.018754588,0.0017867932
12117,0.082140595,0.079200365,0.14706373,0.019928956,0.0396301,0.16381839,0.074522965,0.083044104,0.09912235,0.09360019,0.22264844,0.24395819,0.18098886,0.163031,0.298684,0.25523978,0.115039796,0.03384893,0.08543931,0.08107068
12118,0.03550788,0.0037214078,0.048217513,0.0073999804,0.0059551126,0.056067817,0.018890731,0.15733592,0.032215845,0.03159727,0.11648202,0.1533182,0.13858338,0.080717936,0.11131301,0.1507765,0.090840675,0.01642528,0.010012588,0.009854103
12119,0.027723419,0.0008548558,0.050232634,0.011629146,0.0015635819,0.18620832,0.03984139,0.036440242,0.08070896,0.053925823,0.18301255,0.24133553,0.15219419,0.13470155,0.20511232,0.21399845,0.03880902,0.00095401064,0.0028253621,0.00066958676
12121,0.061820336,0.027238,0.07024468,0.031094985,0.007925601,0.10066322,0.032616973,0.011024629,0.058135644,0.044855844,0.13754542,0.20874277,0.12768292,0.12108743,0.14657478,0.19085333,0.06691799,0.0034918129,0.020662453,0.013562261
12122,0.004873311,0.0010502235,0.00030421256,0.0066185226,0.00039909213,0.002701661,2.2416527e-05,0.03311595,0.00020105617,0.00042076464,0.00011066396,0.00015749027,0.0021904584,0.0016054355,0.0018117836,0.001714946,0.00084177614,0.0006146048,0.0032734887,0.000118483666
12126,0.0027004876,0.00057909085,0.18729159,0.008446639,0.0006953881,0.11293515,0.0365693,1.5866128,0.13227534,0.116773576,0.6717507,0.64966697,0.4864614,0.33627737,0.44852498,0.92533463,0.6888612,0.0005235172,0.014941193,0.00029861904
12128,0.009987265,0.05449544,0.0055982512,0.012807983,0.005709394,0.003479531,0.34218115,0.0139851235,0.003306848,0.0054887366,0.002884639,0.007633967,0.004008397,0.003760479,0.15956478,0.004600337,0.17299515,0.11642706,0.1997212,0.09464181
12131,0.011672982,0.0043333746,0.0035101983,0.024134226,0.000773358,0.0030434295,0.16235785,0.014138977,0.0022058235,0.0017417183,0.00060357363,0.00048736998,0.0025920833,0.005704611,0.06440873,0.003971793,0.11107963,0.0017084632,0.6858822,0.062247403
12132,3.5117624,0.002718458,0.013025126,0.004427804,0.0007395158,0.00056642975,0.0035023368,0.0070825103,0.0002555794,0.00019343248,0.0013615653,0.003256335,0.0013264681,0.0011177179,0.00770692,0.0026518006,0.01776861,0.0039092754,0.003581925,0.01749811
12133,2.808768,0.000397163,0.29856372,0.0072696363,0.0005281165,0.0004347855,0.0034893632,0.0069775986,9.879002e-05,0.00074256246,0.0041499496,0.003874681,0.0022898237,0.0025969269,0.0052105566,0.0076144557,0.0022653304,0.0006291435,0.0016402267,0.000613656
12134,0.0069457255,0.0018555657,0.0032340137,0.01694632,0.001946427,0.0010792713,0.001759437,0.008107,0.0015039437,0.0002884936,0.0005310341,0.0010397799,0.0032820895,0.0007401577,0.05997132,0.002719634,0.0039447993,0.010697353,0.028493406,0.43151522
12135,0.006363093,0.00083737564,0.0075215325,0.028108815,0.002136025,0.008450919,0.0040834127,0.011550768,0.0040724142,0.004070283,0.0030353114,0.0030830777,0.0037660173,0.0012839732,0.1943059,0.0028823104,0.011606217,0.016847836,0.0046101063,0.92718506
12136,0.009867597,0.0014716774,0.003149148,0.03321802,0.00071284967,0.0026054052,0.00194872,0.004865271,0.0012332993,0.0006650235,0.0010298215,0.0016167873,0.002423266,0.0007554614,0.07822338,0.0029205177,0.0038710665,0.009320841,0.011386361,0.39441088
12137,0.092455246,0.0096037425,0.0879038,0.013803592,0.0033204707,0.09314805,0.058362823,0.050516937,0.04679742,0.03716784,0.1401406,0.18303436,0.15476193,0.11389244,0.16917054,0.19275096,0.13505311,0.027351117,0.025862616,0.01008787
12139,0.002242592,0.0007050401,0.0012132443,0.019722873,0.00040336302,0.0013844039,0.0011461694,0.36411417,0.00070650387,0.0015990648,2.692714,5.3879437,4.736729,2.02215,2.6302452,10.265478,9.042275,0.0009336167,0.0061319927,7.0164504e-05
12141,0.7865036,0.051744938,0.19934788,0.038224727,0.00541603,0.1961611,0.04988191,0.098989755,0.099749506,0.09033677,0.28145522,0.45140737,0.32040107,0.17074206,0.3130286,0.45678627,0.105133645,0.03978338,0.043140225,0.04540612
12145,0.046005055,0.0066140685,0.027336529,0.014217186,0.0046467567,0.039838344,0.012022961,0.03519664,0.020984495,0.0141843045,0.08457537,0.14583156,0.08073828,0.0633313,0.076710746,0.14925854,0.029034158,0.01056936,0.010565929,0.0021621143
12146,0.12950628,0.006970085,0.13252346,0.015099109,0.0028686523,0.23956445,0.07811647,0.08510476,0.11057861,0.084127806,0.37558943,0.49149516,0.51998353,0.29461727,0.3511934,0.5414127,0.28476673,0.089749165,0.08697476,0.005295957
12147,0.07494991,0.0021242688,0.15344463,0.009278496,0.0003913228,0.3881368,0.033794597,0.02780413,0.104624264,0.08128623,0.21104237,0.26537818,0.2703244,0.15014791,0.22728819,0.25455803,0.03677318,0.00097545906,0.0030989274,0.0009431854
12151,0.20722999,0.04663443,0.09747371,0.00974625,0.003941175,0.08449821,0.04396775,0.077699415,0.038203206,0.032087814,0.17883681,0.29473007,0.16888446,0.119220205,0.22180103,0.34014294,0.12376541,0.022594616,0.058691707,0.036994684
12153,0.0077251215,0.066888876,0.00024900673,0.004959272,0.0004353088,0.0004386703,8.683132e-05,0.0073736045,0.00012483052,0.00015646695,0.00014195424,0.00018417885,0.00035946487,0.0014386262,0.0023853586,0.0020271782,0.00043652288,0.0005011311,0.0020744018,0.001793603
